reference,value,footprint,manufacturer,manufacturer_part,supplier_number,physical_pin,pin_function,pin_type,connected_net,functional_block,model_category,model_file,model_subcircuit,model_terminal_order,model_confidence,simulation_status
U5,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,5,INB+_5,passive,T3,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U5,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,6,INB-_6,passive,Vsel,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U5,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,7,OUTB_7,passive,S2,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U5,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,8,OUTC_8,passive,S3,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U5,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,9,INC-_9,passive,T3,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U5,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,10,INC+_10,passive,Vsel,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U5,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,11,VEE_11,passive,GNDREF,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U5,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,12,IND+_12,passive,T4,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U5,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,13,IND−_13,passive,Vsel,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U5,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,14,OUTD_14,passive,S3,membrane capacitance selector,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U6,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,1,OUTA_1,passive,Peak_Window,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U6,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,2,INA-_2,passive,V_Threshold,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U6,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,3,INA+_3,passive,Spike_Pulse,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U6,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,4,VCC_4,passive,VDD,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U6,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,5,INB+_5,passive,VDD,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U6,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,6,INB-_6,passive,GNDREF,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U6,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,7,OUTB_7,passive+no_connect,unconnected-(U6B-OUTB-Pad7),"threshold, AP, peak, reset and spike output",official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U6,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,8,OUTC_8,passive,Reset_Window,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U6,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,9,INC-_9,passive,Net-(U6C-INC-),"threshold, AP, peak, reset and spike output",official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U6,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,10,INC+_10,passive,Net-(U6C-INC+),"threshold, AP, peak, reset and spike output",official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U6,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,11,VEE_11,passive,GNDREF,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U6,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,12,IND+_12,passive,V_Threshold,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U6,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,13,IND−_13,passive,Vm_Int,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U6,TLV7044PWR,TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL,TI(德州仪器),TLV7044PWR,C3658877,14,OUTD_14,passive,/AP_Gate,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U7,TPS610995DRVR,Maxime:WSON-6_L2.0-W2.0-P0.65-TL-EP,TI(德州仪器),TPS610995DRVR,C2071098,1,GND_1,passive,GNDREF,power and precision references,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U7,TPS610995DRVR,Maxime:WSON-6_L2.0-W2.0-P0.65-TL-EP,TI(德州仪器),TPS610995DRVR,C2071098,2,VOUT_2,passive,Net-(U7-VOUT),power and precision references,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U7,TPS610995DRVR,Maxime:WSON-6_L2.0-W2.0-P0.65-TL-EP,TI(德州仪器),TPS610995DRVR,C2071098,3,FB_3,passive,GNDREF,power and precision references,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U7,TPS610995DRVR,Maxime:WSON-6_L2.0-W2.0-P0.65-TL-EP,TI(德州仪器),TPS610995DRVR,C2071098,4,EN_4,passive,VDD,power and precision references,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U7,TPS610995DRVR,Maxime:WSON-6_L2.0-W2.0-P0.65-TL-EP,TI(德州仪器),TPS610995DRVR,C2071098,5,SW_5,passive,Net-(U7-SW),power and precision references,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U7,TPS610995DRVR,Maxime:WSON-6_L2.0-W2.0-P0.65-TL-EP,TI(德州仪器),TPS610995DRVR,C2071098,6,VIN_6,passive,VDD,power and precision references,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U7,TPS610995DRVR,Maxime:WSON-6_L2.0-W2.0-P0.65-TL-EP,TI(德州仪器),TPS610995DRVR,C2071098,7,PowerPad_7,passive,GNDREF,power and precision references,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U8,TLV9001IDBVR,SOT-23-5_L3.0-W1.7-P0.95-LS2.8-BR,TI(德州仪器),TLV9001IDBVR,C398363,1,OUT_1,passive,Vm_Out_DRV,power and precision references,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U8,TLV9001IDBVR,SOT-23-5_L3.0-W1.7-P0.95-LS2.8-BR,TI(德州仪器),TLV9001IDBVR,C398363,2,V-_2,passive,GNDREF,power and precision references,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U8,TLV9001IDBVR,SOT-23-5_L3.0-W1.7-P0.95-LS2.8-BR,TI(德州仪器),TLV9001IDBVR,C398363,3,IN+_3,passive,Vm_Display_In,power and precision references,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U8,TLV9001IDBVR,SOT-23-5_L3.0-W1.7-P0.95-LS2.8-BR,TI(德州仪器),TLV9001IDBVR,C398363,4,IN-_4,passive,Vm_FB,power and precision references,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U8,TLV9001IDBVR,SOT-23-5_L3.0-W1.7-P0.95-LS2.8-BR,TI(德州仪器),TLV9001IDBVR,C398363,5,V+_5,passive,V_Boost,power and precision references,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U9,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,1,NO_1,passive,Net-(U9-NO),membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U9,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,2,COM_2,passive,Vm_Int,membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U9,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,3,GND_3,passive,GNDREF,membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U9,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,4,IN_4,passive,S0,membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U9,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,5,V+_5,passive,VDD,membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U10,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,1,NO_1,passive,Net-(U10-NO),membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U10,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,2,COM_2,passive,Vm_Int,membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U10,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,3,GND_3,passive,GNDREF,membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U10,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,4,IN_4,passive,S1,membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U10,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,5,V+_5,passive,VDD,membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U11,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,1,NO_1,passive,Net-(U11-NO),membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U11,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,2,COM_2,passive,Vm_Int,membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U11,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,3,GND_3,passive,GNDREF,membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U11,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,4,IN_4,passive,S2,membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U11,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,5,V+_5,passive,VDD,membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U12,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,1,NO_1,passive,Net-(U12-NO),membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U12,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,2,COM_2,passive,Vm_Int,membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U12,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,3,GND_3,passive,GNDREF,membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U12,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,4,IN_4,passive,S3,membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U12,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,5,V+_5,passive,VDD,membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U13,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,1,NO_1,passive,Net-(U13-NO),membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U13,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,2,COM_2,passive,Vm_Int,membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U13,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,3,GND_3,passive,GNDREF,membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U13,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,4,IN_4,passive,S4,membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U13,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,5,V+_5,passive,VDD,membrane capacitance selector,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U14,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,1,NO_1,passive,Net-(U14-NO),"threshold, AP, peak, reset and spike output",official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U14,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,2,COM_2,passive,Vm_Int,"threshold, AP, peak, reset and spike output",official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U14,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,3,GND_3,passive,GNDREF,"threshold, AP, peak, reset and spike output",official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U14,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,4,IN_4,passive,Peak_Window,"threshold, AP, peak, reset and spike output",official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U14,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,5,V+_5,passive,VDD,"threshold, AP, peak, reset and spike output",official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U15,TS5A3166DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,1,NO_1,passive,Net-(U15-NO),signed synapses,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U15,TS5A3166DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,2,COM_2,passive,V_Syn1_Set,signed synapses,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U15,TS5A3166DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,3,GND_3,passive,GNDREF,signed synapses,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U15,TS5A3166DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,4,IN_4,passive,Net-(U15-IN),signed synapses,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U15,TS5A3166DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,5,V+_5,passive,VDD,signed synapses,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U16,TS5A3166DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,1,NO_1,passive,Net-(U16-NO),signed synapses,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U16,TS5A3166DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,2,COM_2,passive,V_Syn2_Set,signed synapses,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U16,TS5A3166DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,3,GND_3,passive,GNDREF,signed synapses,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U16,TS5A3166DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,4,IN_4,passive,Net-(U16-IN),signed synapses,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U16,TS5A3166DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,5,V+_5,passive,VDD,signed synapses,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U17,TS5A3166DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,1,NO_1,passive,Net-(U17-NO),signed synapses,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U17,TS5A3166DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,2,COM_2,passive,V_Syn3_Set,signed synapses,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U17,TS5A3166DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,3,GND_3,passive,GNDREF,signed synapses,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U17,TS5A3166DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,4,IN_4,passive,Net-(U17-IN),signed synapses,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U17,TS5A3166DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,5,V+_5,passive,VDD,signed synapses,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U18,TS5A3166DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,1,NO_1,passive,Net-(U18-NO),signed synapses,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U18,TS5A3166DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,2,COM_2,passive,V_Syn4_Set,signed synapses,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U18,TS5A3166DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,3,GND_3,passive,GNDREF,signed synapses,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U18,TS5A3166DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,4,IN_4,passive,Net-(U18-IN),signed synapses,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U18,TS5A3166DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,5,V+_5,passive,VDD,signed synapses,official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U19,TLV7031DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.2-BR,TI(德州仪器),TLV7031DCKR,C2863637,1,OUT_1,passive,Net-(U19-OUT),"threshold, AP, peak, reset and spike output",official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U19,TLV7031DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.2-BR,TI(德州仪器),TLV7031DCKR,C2863637,2,GND_2,passive,GNDREF,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U19,TLV7031DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.2-BR,TI(德州仪器),TLV7031DCKR,C2863637,3,IN+_3,passive,Peak_Window,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U19,TLV7031DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.2-BR,TI(德州仪器),TLV7031DCKR,C2863637,4,IN-_4,passive,V_Logic_Mid,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U19,TLV7031DCKR,Maxime:SC-70-5_L2.1-W1.3-P0.65-LS2.2-BR,TI(德州仪器),TLV7031DCKR,C2863637,5,VCC_5,passive,VDD,"threshold, AP, peak, reset and spike output",official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U20,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,1,NO_1,passive,Net-(U20-NO),"threshold, AP, peak, reset and spike output",official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U20,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,2,COM_2,passive,Vm_Display_In,"threshold, AP, peak, reset and spike output",official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U20,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,3,GND_3,passive,GNDREF,"threshold, AP, peak, reset and spike output",official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U20,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,4,IN_4,passive,Peak_Window,"threshold, AP, peak, reset and spike output",official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U20,TS5A3166DCKR,SC-70-5_L2.1-W1.3-P0.65-LS2.1-BR,TI(德州仪器),TS5A3166DCKR,C133819,5,V+_5,passive,VDD,"threshold, AP, peak, reset and spike output",official vendor discrete model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U21,REF3020AIDBZR,SOT-23-3_L3.0-W1.7-P0.95-LS2.9-BR,TI(德州仪器),REF3020AIDBZR,C26804,1,IN_1,passive,VDD,power and precision references,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U21,REF3020AIDBZR,SOT-23-3_L3.0-W1.7-P0.95-LS2.9-BR,TI(德州仪器),REF3020AIDBZR,C26804,2,OUT_2,passive,VREF_2V048,power and precision references,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U21,REF3020AIDBZR,SOT-23-3_L3.0-W1.7-P0.95-LS2.9-BR,TI(德州仪器),REF3020AIDBZR,C26804,3,GND_3,passive,GNDREF,power and precision references,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U22,TLV9001IDBVR,SOT-23-5_L3.0-W1.7-P0.95-LS2.8-BR,TI(德州仪器),TLV9001IDBVR,C398363,1,OUT_1,passive,VREF_1V024,power and precision references,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
U22,TLV9001IDBVR,SOT-23-5_L3.0-W1.7-P0.95-LS2.8-BR,TI(德州仪器),TLV9001IDBVR,C398363,2,V-_2,passive,GNDREF,power and precision references,official vendor SPICE model,models/portable/lifeling_portable_models.lib,,,medium,portable fallback
